stat_name,stat_displayValue,stat_label,stat_abbreviation,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_displayName,team_shortDisplayName,team_color,team_alternateColor,team_logo,game_id
offensiveRebounds,8,Offensive Rebounds,OR,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
defensiveRebounds,30,Defensive Rebounds,DR,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
assists,21,Assists,AST,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
steals,4,Steals,STL,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
blocks,1,Blocks,BLK,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
turnovers,11,Turnovers,TO,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
teamTurnovers,0,Team Turnovers,TTO,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
totalTurnovers,11,Total Turnovers,ToTO,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
technicalFouls,0,Technical Fouls,TECH,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
totalTechnicalFouls,0,Total Technical Fouls,TECH,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
flagrantFouls,0,Flagrant Fouls,FLAG,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
fouls,13,Fouls,PF,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
largestLead,2,Largest Lead,LL,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320686
fieldGoalsMade-fieldGoalsAttempted,37-90,FG,,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
fieldGoalPct,41.1,Field Goal %,FG%,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
threePointFieldGoalsMade-threePointFieldGoalsAttempted,3-17,3PT,,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
threePointFieldGoalPct,17.6,Three Point %,3P%,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
freeThrowsMade-freeThrowsAttempted,4-7,FT,,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
freeThrowPct,57.1,Free Throw %,FT%,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
totalRebounds,40,Rebounds,REB,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
offensiveRebounds,15,Offensive Rebounds,OR,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
defensiveRebounds,25,Defensive Rebounds,DR,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
assists,18,Assists,AST,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
steals,8,Steals,STL,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
blocks,4,Blocks,BLK,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
turnovers,9,Turnovers,TO,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
teamTurnovers,0,Team Turnovers,TTO,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
totalTurnovers,9,Total Turnovers,ToTO,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
technicalFouls,0,Technical Fouls,TECH,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
totalTechnicalFouls,0,Total Technical Fouls,TECH,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
flagrantFouls,0,Flagrant Fouls,FLAG,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
fouls,23,Fouls,PF,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
largestLead,0,Largest Lead,LL,20,s:40~l:59~t:20,atlanta-dream,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401320687
fieldGoalsMade-fieldGoalsAttempted,35-70,FG,,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
fieldGoalPct,50.0,Field Goal %,FG%,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
threePointFieldGoalsMade-threePointFieldGoalsAttempted,10-25,3PT,,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
threePointFieldGoalPct,40.0,Three Point %,3P%,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
freeThrowsMade-freeThrowsAttempted,12-17,FT,,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
freeThrowPct,70.6,Free Throw %,FT%,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
totalRebounds,45,Rebounds,REB,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
offensiveRebounds,11,Offensive Rebounds,OR,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
defensiveRebounds,34,Defensive Rebounds,DR,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
assists,27,Assists,AST,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
steals,3,Steals,STL,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
blocks,10,Blocks,BLK,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
turnovers,17,Turnovers,TO,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
teamTurnovers,0,Team Turnovers,TTO,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
totalTurnovers,17,Total Turnovers,ToTO,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
technicalFouls,0,Technical Fouls,TECH,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
totalTechnicalFouls,0,Total Technical Fouls,TECH,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
flagrantFouls,0,Flagrant Fouls,FLAG,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
fouls,12,Fouls,PF,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
largestLead,16,Largest Lead,LL,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401320687
fieldGoalsMade-fieldGoalsAttempted,32-71,FG,,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
fieldGoalPct,45.1,Field Goal %,FG%,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
threePointFieldGoalsMade-threePointFieldGoalsAttempted,6-20,3PT,,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
threePointFieldGoalPct,30.0,Three Point %,3P%,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
freeThrowsMade-freeThrowsAttempted,8-11,FT,,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
freeThrowPct,72.7,Free Throw %,FT%,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
totalRebounds,30,Rebounds,REB,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
offensiveRebounds,7,Offensive Rebounds,OR,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
defensiveRebounds,23,Defensive Rebounds,DR,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
assists,16,Assists,AST,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
steals,9,Steals,STL,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
blocks,2,Blocks,BLK,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
turnovers,8,Turnovers,TO,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
teamTurnovers,2,Team Turnovers,TTO,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
totalTurnovers,10,Total Turnovers,ToTO,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
technicalFouls,0,Technical Fouls,TECH,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
totalTechnicalFouls,0,Total Technical Fouls,TECH,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
flagrantFouls,0,Flagrant Fouls,FLAG,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
fouls,20,Fouls,PF,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
largestLead,3,Largest Lead,LL,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401320688
fieldGoalsMade-fieldGoalsAttempted,32-66,FG,,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
fieldGoalPct,48.5,Field Goal %,FG%,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
threePointFieldGoalsMade-threePointFieldGoalsAttempted,6-19,3PT,,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
threePointFieldGoalPct,31.6,Three Point %,3P%,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
freeThrowsMade-freeThrowsAttempted,18-21,FT,,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
freeThrowPct,85.7,Free Throw %,FT%,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
totalRebounds,36,Rebounds,REB,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
offensiveRebounds,8,Offensive Rebounds,OR,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
defensiveRebounds,28,Defensive Rebounds,DR,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
assists,24,Assists,AST,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
steals,6,Steals,STL,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
blocks,6,Blocks,BLK,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
turnovers,11,Turnovers,TO,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
teamTurnovers,0,Team Turnovers,TTO,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
totalTurnovers,11,Total Turnovers,ToTO,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
technicalFouls,0,Technical Fouls,TECH,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
totalTechnicalFouls,0,Total Technical Fouls,TECH,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
flagrantFouls,0,Flagrant Fouls,FLAG,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
fouls,14,Fouls,PF,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
largestLead,10,Largest Lead,LL,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320688
fieldGoalsMade-fieldGoalsAttempted,24-72,FG,,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
fieldGoalPct,33.3,Field Goal %,FG%,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
threePointFieldGoalsMade-threePointFieldGoalsAttempted,4-18,3PT,,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
threePointFieldGoalPct,22.2,Three Point %,3P%,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
freeThrowsMade-freeThrowsAttempted,18-21,FT,,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
freeThrowPct,85.7,Free Throw %,FT%,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
totalRebounds,39,Rebounds,REB,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
offensiveRebounds,15,Offensive Rebounds,OR,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
defensiveRebounds,24,Defensive Rebounds,DR,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
assists,10,Assists,AST,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
steals,8,Steals,STL,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
blocks,3,Blocks,BLK,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
turnovers,14,Turnovers,TO,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
teamTurnovers,1,Team Turnovers,TTO,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
totalTurnovers,15,Total Turnovers,ToTO,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
technicalFouls,0,Technical Fouls,TECH,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
totalTechnicalFouls,0,Total Technical Fouls,TECH,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
flagrantFouls,1,Flagrant Fouls,FLAG,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
fouls,19,Fouls,PF,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
largestLead,1,Largest Lead,LL,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401320689
fieldGoalsMade-fieldGoalsAttempted,29-66,FG,,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320689
fieldGoalPct,43.9,Field Goal %,FG%,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320689
threePointFieldGoalsMade-threePointFieldGoalsAttempted,7-20,3PT,,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320689
threePointFieldGoalPct,35.0,Three Point %,3P%,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320689
freeThrowsMade-freeThrowsAttempted,10-14,FT,,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320689
freeThrowPct,71.4,Free Throw %,FT%,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320689
totalRebounds,37,Rebounds,REB,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320689
offensiveRebounds,7,Offensive Rebounds,OR,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320689
