id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.isActive,season,away.color,away.alternateColor,away.venue.id,away.logo,series.type,series.title,series.summary,series.completed,series.totalCompetitions,series.competitors,status.type.altDetail,game_id
401104938,s:40~l:59~e:401104938~c:401104938,2019-06-09T19:00Z,3082,True,False,False,False,[],2019-06-09T19:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,2019,de6b36,002d62,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,,,,,,,,401104938
401104939,s:40~l:59~e:401104939~c:401104939,2019-06-09T19:00Z,1447,True,False,False,False,[],2019-06-09T19:00Z,1,STD,5584,Westchester County Center,White Plains,NY,5000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,True,2019,000000,c7cfd4,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,,,,,,,,401104939
401104940,s:40~l:59~e:401104940~c:401104940,2019-06-09T19:00Z,3564,True,False,False,False,[],2019-06-09T19:00Z,1,STD,5946,Entertainment & Sports Arena,Washington,DC,4200,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,True,2019,11213e,c5d646,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,,,,,,,,401104940
401104941,s:40~l:59~e:401104941~c:401104941,2019-06-09T20:00Z,3336,True,False,False,False,[],2019-06-09T20:00Z,1,STD,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,True,2019,3a267d,e56020,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,,,,,,,,401104941
401104942,s:40~l:59~e:401104942~c:401104942,2019-06-09T22:00Z,5032,True,False,False,False,[],2019-06-09T22:00Z,1,STD,5427,Wintrust Arena,Chicago,IL,10387,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,2019,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,,,,,,,401104942
401104943,s:40~l:59~e:401104943~c:401104943,2019-06-11T23:00Z,5224,True,False,False,False,[],2019-06-11T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,2019,e03a3e,09295a,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,playoff,Playoff Series,WSH Wins series 3-2,True,5.0,"[{'id': '18', 'uid': 's:40~l:59~t:18', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2019/teams/18?lang=en&region=us'}, {'id': '16', 'uid': 's:40~l:59~t:16', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2019/teams/16?lang=en&region=us'}]",,401104943
401104944,s:40~l:59~e:401104944~c:401104944,2019-06-11T23:00Z,3506,True,False,False,False,[],2019-06-11T23:00Z,1,STD,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,2019,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,,,,,,,401104944
401104945,s:40~l:59~e:401104945~c:401104945,2019-06-12T00:00Z,4212,True,False,False,False,[],2019-06-12T00:00Z,1,STD,5427,Wintrust Arena,Chicago,IL,10387,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,True,2019,3a267d,e56020,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,,,,,,,,401104945
401104946,s:40~l:59~e:401104946~c:401104946,2019-06-12T23:00Z,1181,True,False,False,False,[],2019-06-12T23:00Z,1,STD,5584,Westchester County Center,White Plains,NY,5000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,2019,005084,47a757,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,,,,,,,401104946
401104947,s:40~l:59~e:401104947~c:401104947,2019-06-14T00:00Z,3562,True,False,False,False,[],2019-06-14T00:00Z,1,STD,3416,College Park Center,Arlington,TX,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,2019,e2382f,08265b,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,,,,,,,401104947
401104948,s:40~l:59~e:401104948~c:401104948,2019-06-14T23:00Z,3654,True,False,False,False,[],2019-06-14T23:00Z,1,STD,5946,Entertainment & Sports Arena,Washington,DC,4200,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,2019,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,,,,,,,401104948
401104949,s:40~l:59~e:401104949~c:401104949,2019-06-15T00:00Z,8803,True,False,False,False,[],2019-06-15T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,2019,de6b36,002d62,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,,,,,,,,401104949
401104950,s:40~l:59~e:401104950~c:401104950,2019-06-15T02:00Z,10381,True,False,False,False,[],2019-06-15T02:00Z,1,STD,1949,Phoenix Suns Arena,Phoenix,AZ,18055,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,2019,532481,49ac9c,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,,,,,,,401104950
401104951,s:40~l:59~e:401104951~c:401104951,2019-06-15T02:30Z,4110,True,False,False,False,[],2019-06-15T02:30Z,1,STD,4005,Michelob Ultra Arena,Las Vegas,NV,12000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,True,2019,0d79b9,89c9bf,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,,,,,,,,401104951
401104952,s:40~l:59~e:401104952~c:401104952,2019-06-15T23:00Z,4715,True,False,False,False,[],2019-06-15T23:00Z,1,STD,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,True,2019,4f91cd,f1f2f3,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,,,,,,,,401104952
401104953,s:40~l:59~e:401104953~c:401104953,2019-06-16T00:00Z,5220,True,False,False,False,[],2019-06-16T00:00Z,1,STD,3416,College Park Center,Arlington,TX,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,True,2019,5190cd,f1f2f3,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,,,,,,,,401104953
401104954,s:40~l:59~e:401104954~c:401104954,2019-06-16T02:00Z,11388,True,False,False,False,[],2019-06-16T02:00Z,1,STD,1841,STAPLES Center,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,True,2019,0d79b9,89c9bf,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,,,,,,,,401104954
401104955,s:40~l:59~e:401104955~c:401104955,2019-06-16T19:30Z,7773,True,False,False,False,[],2019-06-16T19:30Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,2019,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,,,,,,,401104955
401104956,s:40~l:59~e:401104956~c:401104956,2019-06-16T23:00Z,8392,True,False,False,False,[],2019-06-16T23:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,True,2019,000000,c7cfd4,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,,,,,,,,401104956
401104957,s:40~l:59~e:401104957~c:401104957,2019-06-19T02:30Z,9537,True,False,False,False,[],2019-06-19T02:30Z,1,STD,1841,STAPLES Center,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,2019,e03a3e,09295a,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,,,,,,,,401104957
401104958,s:40~l:59~e:401104958~c:401104958,2019-06-19T15:00Z,6474,True,False,False,False,[],2019-06-19T15:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,2019,e2382f,08265b,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,,,,,,,401104958
401104959,s:40~l:59~e:401104959~c:401104959,2019-06-19T23:00Z,1585,True,False,False,False,[],2019-06-19T23:00Z,1,STD,5584,Westchester County Center,White Plains,NY,5000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,True,2019,4f91cd,f1f2f3,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,,,,,,,,401104959
401104960,s:40~l:59~e:401104960~c:401104960,2019-06-21T00:00Z,4626,True,False,False,False,[],2019-06-21T00:00Z,1,STD,3416,College Park Center,Arlington,TX,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,True,2019,3a267d,e56020,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,,,,,,,,401104960
401104961,s:40~l:59~e:401104961~c:401104961,2019-06-21T02:00Z,4416,True,False,False,False,[],2019-06-21T02:00Z,1,STD,4005,Michelob Ultra Arena,Las Vegas,NV,12000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,2019,e03a3e,09295a,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,playoff,Playoff Series,WSH Wins series 3-1,True,5.0,"[{'id': '17', 'uid': 's:40~l:59~t:17', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2019/teams/17?lang=en&region=us'}, {'id': '16', 'uid': 's:40~l:59~t:16', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/wnba/seasons/2019/teams/16?lang=en&region=us'}]",,401104961
401104962,s:40~l:59~e:401104962~c:401104962,2019-06-21T23:30Z,6608,True,False,False,False,[],2019-06-21T23:30Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,True,2019,5190cd,f1f2f3,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,,,,,,,,401104962
401104963,s:40~l:59~e:401104963~c:401104963,2019-06-22T00:00Z,4945,True,False,False,False,[],2019-06-22T00:00Z,1,STD,5427,Wintrust Arena,Chicago,IL,10387,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,2019,e2382f,08265b,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,,,,,,,401104963
401104964,s:40~l:59~e:401104964~c:401104964,2019-06-22T02:30Z,6114,True,False,False,False,[],2019-06-22T02:30Z,1,STD,5242,Angel of the Winds Arena,Everett,WA,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,2019,532481,49ac9c,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,,,,,,,401104964
401104965,s:40~l:59~e:401104965~c:401104965,2019-06-23T00:00Z,8600,True,False,False,False,[],2019-06-23T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,True,2019,0d79b9,89c9bf,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,,,,,,,,401104965
401104966,s:40~l:59~e:401104966~c:401104966,2019-06-23T02:30Z,4347,True,False,False,False,[],2019-06-23T02:30Z,1,STD,4005,Michelob Ultra Arena,Las Vegas,NV,12000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,True,2019,11213e,c5d646,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,,,,,,,,401104966
401104967,s:40~l:59~e:401104967~c:401104967,2019-06-23T17:00Z,4136,True,False,False,False,[],2019-06-23T17:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,2019,e03a3e,09295a,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,,,,,,,,401104967
401104968,s:40~l:59~e:401104968~c:401104968,2019-06-23T22:00Z,5607,True,False,False,False,[],2019-06-23T22:00Z,1,STD,5427,Wintrust Arena,Chicago,IL,10387,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,2019,de6b36,002d62,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,,,,,,,,401104968
401104969,s:40~l:59~e:401104969~c:401104969,2019-06-23T22:00Z,10132,True,False,False,False,[],2019-06-23T22:00Z,1,STD,1949,Phoenix Suns Arena,Phoenix,AZ,18055,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,2019,532481,49ac9c,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,,,,,,,401104969
401104970,s:40~l:59~e:401104970~c:401104970,2019-06-23T23:00Z,7211,True,False,False,False,[],2019-06-23T23:00Z,1,STD,782,Alaska Airlines Arena,Seattle,WA,9268,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,2019,e2382f,08265b,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,,,,,,,401104970
401104971,s:40~l:59~e:401104971~c:401104971,2019-06-25T23:00Z,4692,True,False,False,False,[],2019-06-25T23:00Z,1,STD,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,2019,005084,47a757,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,,,,,,,401104971
401104972,s:40~l:59~e:401104972~c:401104972,2019-06-26T02:00Z,4215,True,False,False,False,[],2019-06-26T02:00Z,1,STD,4005,Michelob Ultra Arena,Las Vegas,NV,12000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,2019,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,,,,,,,401104972
401104973,s:40~l:59~e:401104973~c:401104973,2019-06-26T16:00Z,8914,True,False,False,False,[],2019-06-26T16:00Z,1,STD,5427,Wintrust Arena,Chicago,IL,10387,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,2019,e03a3e,09295a,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,,,,,,,,401104973
401104974,s:40~l:59~e:401104974~c:401104974,2019-06-27T00:00Z,4017,True,False,False,False,[],2019-06-27T00:00Z,1,STD,3416,College Park Center,Arlington,TX,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,2019,de6b36,002d62,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,,,,,,,,401104974
401104975,s:40~l:59~e:401104975~c:401104975,2019-06-28T02:30Z,10295,True,False,False,False,[],2019-06-28T02:30Z,1,STD,1841,STAPLES Center,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,True,2019,000000,c7cfd4,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,,,,,,,,401104975
401104976,s:40~l:59~e:401104976~c:401104976,2019-06-28T23:30Z,2191,True,False,False,False,[],2019-06-28T23:30Z,1,STD,5584,Westchester County Center,White Plains,NY,5000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,True,2019,11213e,c5d646,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,,,,,,,,401104976
401104977,s:40~l:59~e:401104977~c:401104977,2019-06-29T02:00Z,9435,True,False,False,False,[],2019-06-29T02:00Z,1,STD,1949,Phoenix Suns Arena,Phoenix,AZ,18055,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,2019,e2382f,08265b,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,,,,,,,401104977
401104978,s:40~l:59~e:401104978~c:401104978,2019-06-29T02:00Z,7915,True,False,False,False,[],2019-06-29T02:00Z,1,STD,782,Alaska Airlines Arena,Seattle,WA,9268,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,True,2019,4f91cd,f1f2f3,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,,,,,,,,401104978
